HITId,WorkerId,Answer.category.label
3511RHPADWHVMIY5KCAD3X8OB27LRP,A1APEUBLZLIDXS,angry
3511RHPADWHVMIY5KCAD3X8OB27LRP,A2UFVUTKGCQK8U,disgust
351S7I5UGAZ4CUIDOKHJEYQM6GEJNY,A2E9B1XBM51XSQ,surprise
351S7I5UGAZ4CUIDOKHJEYQM6GEJNY,AYY9WMJIAPYQT,surprise
351S7I5UGAZ4CUIDOKHJEYQM6GEJNY,A3UC4JITM1QD1M,happy
3538U0YQ1GXH3O37NB6JQM0O8S63FZ,A3INH7VQY14DOF,happy
3538U0YQ1GXH3O37NB6JQM0O8S63FZ,A1FPCIKO68OQ63,happy
3538U0YQ1GXH3O37NB6JQM0O8S63FZ,AYY9WMJIAPYQT,happy
3566S7OX5EM8ESAMIOUOE18ACK9171,A1UWGITYWD8L0L,neutral
3566S7OX5EM8ESAMIOUOE18ACK9171,A24JKHC4HTY6CD,happy
3566S7OX5EM8ESAMIOUOE18ACK9171,AFT6VDMD6VGDG,angry
3566S7OX5EM8ESAMIOUOE18ACK9717,A1NOINYD1FZ55T,fear
3566S7OX5EM8ESAMIOUOE18ACK9717,AISFU4P55HYEH,surprise
3566S7OX5EM8ESAMIOUOE18ACK9717,A2E9B1XBM51XSQ,surprise
356TQKY9XG0QPSU7H933TBVIQQF78R,AL2KG1ZCSWKBJ,surprise
356TQKY9XG0QPSU7H933TBVIQQF78R,A1SX8IVV82M0LW,surprise
356TQKY9XG0QPSU7H933TBVIQQF78R,A267SCN7MD0CRX,surprise
356TQKY9XG0QPSU7H933TBVIQQF87S,A1APEUBLZLIDXS,surprise
356TQKY9XG0QPSU7H933TBVIQQF87S,A1KL8QLFQ4YTOL,happy
356TQKY9XG0QPSU7H933TBVIQQF87S,A3NNDCMBMFK2CZ,happy
356ZPKYPUIKUA4PPQZVESAA5JZNYP2,A2RV6QX6SN4YIC,fear
356ZPKYPUIKUA4PPQZVESAA5JZNYP2,A2EJ2T45DR3ENC,disgust
356ZPKYPUIKUA4PPQZVESAA5JZNYP2,A16GH5GPKBX5GA,angry
359AP8GAGHNS1VKKYLJ8VXR1GH07CX,A1UWGITYWD8L0L,neutral
359AP8GAGHNS1VKKYLJ8VXR1GH07CX,A3DQUOVL81OWGH,happy
359AP8GAGHNS1VKKYLJ8VXR1GH07CX,A267SCN7MD0CRX,neutral
35A1YQPVFFJ4RUS1220X8GB02GP5II,A2E9B1XBM51XSQ,angry
35A1YQPVFFJ4RUS1220X8GB02GP5II,A24MYCKZ4F1RHO,fear
35A1YQPVFFJ4RUS1220X8GB02GP5II,A2UKJR30NX8K4Q,angry
35F6NGNVM9M9NCMVK7EYK7R543ZT71,A37STRL9Z7ZDSD,sad
35F6NGNVM9M9NCMVK7EYK7R543ZT71,A1TRO537S2U7QV,angry
35F6NGNVM9M9NCMVK7EYK7R543ZT71,AXVEBBS48RC53,surprise
35JDMRECC5CQRMFZNFTXRY4X0WWEG0,A39PQOGN8NIWNA,neutral
35JDMRECC5CQRMFZNFTXRY4X0WWEG0,A147U23GFDCRW6,neutral
35JDMRECC5CQRMFZNFTXRY4X0WWEG0,A2HSX08DWDYJU7,neutral
35JDMRECC5CQRMFZNFTXRY4X0WWGE2,A2FWJ2AZ4T2I9J,sad
35JDMRECC5CQRMFZNFTXRY4X0WWGE2,A3G8NSPRF986WP,disgust
35JDMRECC5CQRMFZNFTXRY4X0WWGE2,AJ43O59MBI55L,sad
35O6H0UNLTJ0M5C7KKLXKHQ0FVEJ58,A2EQVOOEAXG3MF,sad
35O6H0UNLTJ0M5C7KKLXKHQ0FVEJ58,AXVEBBS48RC53,neutral
35O6H0UNLTJ0M5C7KKLXKHQ0FVEJ58,A297WCJYDD9QBQ,sad
35U0MRQMUKAVLAIJ6OVFWB1LRDPVO9,A3CJVRJ34U70Y9,neutral
35U0MRQMUKAVLAIJ6OVFWB1LRDPVO9,A2EQVOOEAXG3MF,disgust
35U0MRQMUKAVLAIJ6OVFWB1LRDPVO9,A3VXL1AHHGZH9W,angry
35XW21VSVHH7NXYIZ1AIT7DKX4QLSD,A297WCJYDD9QBQ,neutral
35XW21VSVHH7NXYIZ1AIT7DKX4QLSD,A2122A7BZNUWXO,sad
35XW21VSVHH7NXYIZ1AIT7DKX4QLSD,A3CJVRJ34U70Y9,sad
35ZRNT9RUJ1B91G0MEP9DG920TWO35,A1TSD3O3C3ZUT6,neutral
35ZRNT9RUJ1B91G0MEP9DG920TWO35,AXVEBBS48RC53,neutral
35ZRNT9RUJ1B91G0MEP9DG920TWO35,AB6DIVWQQXQ9B,neutral
35ZRNT9RUJ1B91G0MEP9DG920TX3OL,A3MYXS600K169X,sad
35ZRNT9RUJ1B91G0MEP9DG920TX3OL,A30VOAZX8XTNGW,sad
35ZRNT9RUJ1B91G0MEP9DG920TX3OL,A3RVFAYBGEUVIA,sad
360ZO6N6J2M9O0K4Q7B6CPNJ5LS9MT,A1SX8IVV82M0LW,fear
360ZO6N6J2M9O0K4Q7B6CPNJ5LS9MT,A267SCN7MD0CRX,happy
360ZO6N6J2M9O0K4Q7B6CPNJ5LS9MT,A17T4N032U1ATX,neutral
362E9TQF2IT27RHLJYJOCD2PSP3GIB,A3G8NSPRF986WP,surprise
362E9TQF2IT27RHLJYJOCD2PSP3GIB,A1AKYYRYKR4IJ6,happy
362E9TQF2IT27RHLJYJOCD2PSP3GIB,APEB5ERGCYP6D,happy
363A7XIFV5P6J6OIW5QXVGHG2WLVAA,A2G44A4ZPWRPXU,neutral
363A7XIFV5P6J6OIW5QXVGHG2WLVAA,A39PQOGN8NIWNA,neutral
363A7XIFV5P6J6OIW5QXVGHG2WLVAA,A1T02KY1E9YI3I,neutral
363A7XIFV5P6J6OIW5QXVGHG2WMAVQ,A260MIY3WZBFF4,sad
363A7XIFV5P6J6OIW5QXVGHG2WMAVQ,A12W7ZB2DLBBY5,sad
363A7XIFV5P6J6OIW5QXVGHG2WMAVQ,A37STRL9Z7ZDSD,neutral
366FYU4PTHSVT8BID6ECPQWQ7DDEK3,A297WCJYDD9QBQ,angry
366FYU4PTHSVT8BID6ECPQWQ7DDEK3,A37STRL9Z7ZDSD,neutral
366FYU4PTHSVT8BID6ECPQWQ7DDEK3,A1SX8IVV82M0LW,angry
36818Z1KV4GM7XMZCVKRCLPXBCT3AM,A3DQUOVL81OWGH,fear
36818Z1KV4GM7XMZCVKRCLPXBCT3AM,AFT6VDMD6VGDG,fear
36818Z1KV4GM7XMZCVKRCLPXBCT3AM,A3CJVRJ34U70Y9,sad
368IUKXGA6BSRKFJKG0M9JQCKPV6PB,A1TSD3O3C3ZUT6,neutral
368IUKXGA6BSRKFJKG0M9JQCKPV6PB,A3CJVRJ34U70Y9,neutral
368IUKXGA6BSRKFJKG0M9JQCKPV6PB,A1UWGITYWD8L0L,neutral
36AZSFEYZ53B2GTA2JQTQR1MKE6VB5,A2MKJA0F8RMUXH,disgust
36AZSFEYZ53B2GTA2JQTQR1MKE6VB5,A24JKHC4HTY6CD,happy
36AZSFEYZ53B2GTA2JQTQR1MKE6VB5,A1KL8QLFQ4YTOL,angry
36BTXXLZ2WBZOARKEKBWHG6DPGCR42,A2G44A4ZPWRPXU,happy
36BTXXLZ2WBZOARKEKBWHG6DPGCR42,APSX6ZF7HGSG2,fear
36BTXXLZ2WBZOARKEKBWHG6DPGCR42,A3G8NSPRF986WP,happy
36BTXXLZ2WBZOARKEKBWHG6DPGD4RG,A1FPCIKO68OQ63,angry
36BTXXLZ2WBZOARKEKBWHG6DPGD4RG,A1TRO537S2U7QV,disgust
36BTXXLZ2WBZOARKEKBWHG6DPGD4RG,APSX6ZF7HGSG2,angry
36D1BWBEHO4YOGZ55YWR22F5ZFI2MU,A29OJFPXJP5ODV,neutral
36D1BWBEHO4YOGZ55YWR22F5ZFI2MU,AJ43O59MBI55L,neutral
36D1BWBEHO4YOGZ55YWR22F5ZFI2MU,AZCGF2D7QIO10,fear
36FFXPMSTARQ39NZ1ZEBHAACJYEOHC,A24MYCKZ4F1RHO,fear
36FFXPMSTARQ39NZ1ZEBHAACJYEOHC,A3VXL1AHHGZH9W,fear
36FFXPMSTARQ39NZ1ZEBHAACJYEOHC,AXVEBBS48RC53,fear
36FQTHX3Z4URQ7RRI9KN7W93TUE3BH,A1QXU4Q3CK75FK,surprise
36FQTHX3Z4URQ7RRI9KN7W93TUE3BH,A3G8NSPRF986WP,surprise
36FQTHX3Z4URQ7RRI9KN7W93TUE3BH,AISFU4P55HYEH,surprise
36FQTHX3Z4URQ7RRI9KN7W93TUEB3P,A3CJVRJ34U70Y9,neutral
36FQTHX3Z4URQ7RRI9KN7W93TUEB3P,A3UC4JITM1QD1M,happy
36FQTHX3Z4URQ7RRI9KN7W93TUEB3P,A1UWGITYWD8L0L,happy
36GJS3V78WTY221R1G4OOEHP54SGJN,A2WCZJI0MRRBL4,disgust
36GJS3V78WTY221R1G4OOEHP54SGJN,A2HSX08DWDYJU7,neutral
36GJS3V78WTY221R1G4OOEHP54SGJN,APEB5ERGCYP6D,neutral
36GJS3V78WTY221R1G4OOEHP54SJGQ,A3VXL1AHHGZH9W,fear
36GJS3V78WTY221R1G4OOEHP54SJGQ,A37STRL9Z7ZDSD,neutral
36GJS3V78WTY221R1G4OOEHP54SJGQ,AXAXLC0TXQ0QW,fear
36KM3FWE3SF873P4M5QO0WP07S307X,AL2KG1ZCSWKBJ,fear
36KM3FWE3SF873P4M5QO0WP07S307X,A3QITL3ZKAWQEM,neutral
36KM3FWE3SF873P4M5QO0WP07S307X,A3DQUOVL81OWGH,happy
36KM3FWE3SF873P4M5QO0WP07S3704,A1KL8QLFQ4YTOL,neutral
36KM3FWE3SF873P4M5QO0WP07S3704,A171SF2UF7YUN4,neutral
36KM3FWE3SF873P4M5QO0WP07S3704,A1AKBW27YZ3U48,happy
36MUZ9VAE75NF258LPSPLD10N4FDEO,A3150J317JJ00Q,fear
36MUZ9VAE75NF258LPSPLD10N4FDEO,AJ43O59MBI55L,surprise
36MUZ9VAE75NF258LPSPLD10N4FDEO,A3CJVRJ34U70Y9,angry
36MUZ9VAE75NF258LPSPLD10N4GEDQ,A1ET12O70SVU74,happy
36MUZ9VAE75NF258LPSPLD10N4GEDQ,A2UKJR30NX8K4Q,happy
36MUZ9VAE75NF258LPSPLD10N4GEDQ,A30ENTLELXJH32,happy
36QZ6V158AGA6NLC8F2JKU93AVJSUE,AYOXZN5JZIHDT,surprise
36QZ6V158AGA6NLC8F2JKU93AVJSUE,A1TRO537S2U7QV,surprise
36QZ6V158AGA6NLC8F2JKU93AVJSUE,A2RV6QX6SN4YIC,surprise
371DNNCG455DNQREUC64Y7N0FN5T8O,AXVEBBS48RC53,happy
371DNNCG455DNQREUC64Y7N0FN5T8O,A3MYXS600K169X,happy
371DNNCG455DNQREUC64Y7N0FN5T8O,A2WCZJI0MRRBL4,surprise
371DNNCG455DNQREUC64Y7N0FN68T4,AXVEBBS48RC53,sad
371DNNCG455DNQREUC64Y7N0FN68T4,A1NOINYD1FZ55T,sad
371DNNCG455DNQREUC64Y7N0FN68T4,A19H7KOMN55AMU,neutral
371Q3BEXDICRSMFME21R1MOICDYSZ3,A30VOAZX8XTNGW,neutral
371Q3BEXDICRSMFME21R1MOICDYSZ3,A12W7ZB2DLBBY5,neutral
371Q3BEXDICRSMFME21R1MOICDYSZ3,A3INH7VQY14DOF,neutral
371QPA24C3RVCQ7TVRXPJX0S1H01TD,A1T02KY1E9YI3I,happy
371QPA24C3RVCQ7TVRXPJX0S1H01TD,A2UFVUTKGCQK8U,angry
371QPA24C3RVCQ7TVRXPJX0S1H01TD,AYY9WMJIAPYQT,fear
371QPA24C3RVCQ7TVRXPJX0S1HZT14,A297WCJYDD9QBQ,sad
371QPA24C3RVCQ7TVRXPJX0S1HZT14,A30ENTLELXJH32,sad
371QPA24C3RVCQ7TVRXPJX0S1HZT14,A1TSD3O3C3ZUT6,sad
372AGES0I58QMCFUYVD1ER3BIBHXRN,A1FPCIKO68OQ63,happy
372AGES0I58QMCFUYVD1ER3BIBHXRN,A2Q855QEV9AG5I,happy
372AGES0I58QMCFUYVD1ER3BIBHXRN,A2IN095WARQMEB,happy
373L46LKP8934OXAR7P3M69ICL9JKT,A2H3YXD2QGHMUO,angry
373L46LKP8934OXAR7P3M69ICL9JKT,A3INH7VQY14DOF,neutral
373L46LKP8934OXAR7P3M69ICL9JKT,A1XQFG06L9XU2R,disgust
374UMBUHN6SFZTHRBOM90TJJ5EQTCU,AHZ08BLAUVT5I,angry
374UMBUHN6SFZTHRBOM90TJJ5EQTCU,A1KL8QLFQ4YTOL,fear
374UMBUHN6SFZTHRBOM90TJJ5EQTCU,A3RVFAYBGEUVIA,sad
378G7J1SJM1MO85Z2KXFD1QLUKLWEG,AXVEBBS48RC53,happy
378G7J1SJM1MO85Z2KXFD1QLUKLWEG,A2UFVUTKGCQK8U,sad
378G7J1SJM1MO85Z2KXFD1QLUKLWEG,A3QITL3ZKAWQEM,fear
379OL9DBSTH9IH9I9AZH6KAQEV5Y97,A37STRL9Z7ZDSD,happy
379OL9DBSTH9IH9I9AZH6KAQEV5Y97,A1SX8IVV82M0LW,happy
379OL9DBSTH9IH9I9AZH6KAQEV5Y97,A1KL8QLFQ4YTOL,happy
37AQKJ12TYRWLAJ2XAHZP3JNT0QTTD,AFT6VDMD6VGDG,sad
37AQKJ12TYRWLAJ2XAHZP3JNT0QTTD,A16GH5GPKBX5GA,sad
37AQKJ12TYRWLAJ2XAHZP3JNT0QTTD,A3POPYMAOO1MIA,sad
37G6BXQPLROH4B9DQBY9LC8Z6J4QE6,A2122A7BZNUWXO,fear
37G6BXQPLROH4B9DQBY9LC8Z6J4QE6,AJ43O59MBI55L,happy
37G6BXQPLROH4B9DQBY9LC8Z6J4QE6,AYY9WMJIAPYQT,fear
37J05LC5AYMVQIR0ZQ3GITESSCCJDG,A12W7ZB2DLBBY5,neutral
37J05LC5AYMVQIR0ZQ3GITESSCCJDG,A1QR2AQ7I9R950,sad
37J05LC5AYMVQIR0ZQ3GITESSCCJDG,A2RLY0MUZQ1R1G,sad
37M4O367VKLQNDISNHYP09IHJP95MY,AXAXLC0TXQ0QW,neutral
37M4O367VKLQNDISNHYP09IHJP95MY,A1FPCIKO68OQ63,fear
37M4O367VKLQNDISNHYP09IHJP95MY,A15V2Z0JVLFIRS,fear
37MQ8Z1JQFZYIXOJO1K2WX2C8PVY2F,A3QITL3ZKAWQEM,angry
37MQ8Z1JQFZYIXOJO1K2WX2C8PVY2F,AL2KG1ZCSWKBJ,neutral
37MQ8Z1JQFZYIXOJO1K2WX2C8PVY2F,A260MIY3WZBFF4,sad
37NXA7GVSU9NFPFMTWFN4UXRW8KVLS,A24MYCKZ4F1RHO,surprise
37NXA7GVSU9NFPFMTWFN4UXRW8KVLS,A1TSD3O3C3ZUT6,surprise
37NXA7GVSU9NFPFMTWFN4UXRW8KVLS,AA9Y4BEMJYWN1,surprise
37SDSEDINA5CE6F5STMUS145N4F18O,A2E9B1XBM51XSQ,neutral
37SDSEDINA5CE6F5STMUS145N4F18O,AFT6VDMD6VGDG,sad
37SDSEDINA5CE6F5STMUS145N4F18O,A2UFVUTKGCQK8U,sad
37SDSEDINA5CE6F5STMUS145N4F81V,A2122A7BZNUWXO,sad
37SDSEDINA5CE6F5STMUS145N4F81V,A3NNDCMBMFK2CZ,fear
37SDSEDINA5CE6F5STMUS145N4F81V,A69HWH4QYTZ19,neutral
37SOB9Z0ST033GD39M9HLZ585OS3L4,A147U23GFDCRW6,sad
37SOB9Z0ST033GD39M9HLZ585OS3L4,A15V2Z0JVLFIRS,fear
37SOB9Z0ST033GD39M9HLZ585OS3L4,A2R25RH05K0B68,sad
37SQU136V8RU36VKT8DFDRHX9Y9114,A2HSX08DWDYJU7,surprise
37SQU136V8RU36VKT8DFDRHX9Y9114,A1NOINYD1FZ55T,surprise
37SQU136V8RU36VKT8DFDRHX9Y9114,A1ET12O70SVU74,surprise
37VE3DA4YVK6KFYQXU9PBQADCZWBHW,A19H7KOMN55AMU,sad
37VE3DA4YVK6KFYQXU9PBQADCZWBHW,A1SX8IVV82M0LW,angry
37VE3DA4YVK6KFYQXU9PBQADCZWBHW,A2FWJ2AZ4T2I9J,sad
37VHPF5VYD6W19P38QBE9XNWR168CL,AFT6VDMD6VGDG,happy
37VHPF5VYD6W19P38QBE9XNWR168CL,A2QI7E49C9VLQ7,happy
37VHPF5VYD6W19P38QBE9XNWR168CL,A3CJVRJ34U70Y9,happy
37VUR2VJ6BSEQ95I952ZUN0ODV01CU,A1F3WNQV7LBK3V,neutral
37VUR2VJ6BSEQ95I952ZUN0ODV01CU,A30ENTLELXJH32,sad
37VUR2VJ6BSEQ95I952ZUN0ODV01CU,A19H7KOMN55AMU,neutral
37Y5RYYI0Q82NRF7DKD641874D0SX6,A3CJVRJ34U70Y9,neutral
37Y5RYYI0Q82NRF7DKD641874D0SX6,A323JR6EQT5Q71,angry
37Y5RYYI0Q82NRF7DKD641874D0SX6,AJ43O59MBI55L,neutral
37Y5RYYI0Q82NRF7DKD641874D0XSB,A260MIY3WZBFF4,angry
37Y5RYYI0Q82NRF7DKD641874D0XSB,A2122A7BZNUWXO,sad
37Y5RYYI0Q82NRF7DKD641874D0XSB,A323JR6EQT5Q71,neutral
382GHPVPHTU7586I3UA0ZI3XJ2X34B,A16GH5GPKBX5GA,sad
382GHPVPHTU7586I3UA0ZI3XJ2X34B,A2EQVOOEAXG3MF,angry
382GHPVPHTU7586I3UA0ZI3XJ2X34B,A2UFVUTKGCQK8U,sad
382GHPVPHTU7586I3UA0ZI3XJ2X43C,AXAXLC0TXQ0QW,sad
382GHPVPHTU7586I3UA0ZI3XJ2X43C,A2WCZJI0MRRBL4,happy
382GHPVPHTU7586I3UA0ZI3XJ2X43C,A1XQFG06L9XU2R,sad
385MDVINFDIUZORRGL86AH3DZSHWJ1,A2E9B1XBM51XSQ,disgust
385MDVINFDIUZORRGL86AH3DZSHWJ1,A3CJVRJ34U70Y9,fear
385MDVINFDIUZORRGL86AH3DZSHWJ1,A30ENTLELXJH32,sad
386659BNTMKUWHA2XP9FZMYN463010,A1FPCIKO68OQ63,happy
386659BNTMKUWHA2XP9FZMYN463010,AYY9WMJIAPYQT,angry
386659BNTMKUWHA2XP9FZMYN463010,A1ET12O70SVU74,angry
386659BNTMKUWHA2XP9FZMYN463101,A297WCJYDD9QBQ,surprise
386659BNTMKUWHA2XP9FZMYN463101,AXVEBBS48RC53,surprise
386659BNTMKUWHA2XP9FZMYN463101,A2G44A4ZPWRPXU,surprise
386T3MLZLOYC7HUNWAIUEWLVIC908K,A3150J317JJ00Q,surprise
386T3MLZLOYC7HUNWAIUEWLVIC908K,A24JKHC4HTY6CD,neutral
386T3MLZLOYC7HUNWAIUEWLVIC908K,A1SX8IVV82M0LW,surprise
388CL5C1RKQIXOK2O7YJPT6IOT9LHS,AFT6VDMD6VGDG,disgust
388CL5C1RKQIXOK2O7YJPT6IOT9LHS,AYY9WMJIAPYQT,sad
388CL5C1RKQIXOK2O7YJPT6IOT9LHS,A3QITL3ZKAWQEM,disgust
388FBO7JZSWU7JDCAKIMOL5AJKMNYV,A1SX8IVV82M0LW,neutral
388FBO7JZSWU7JDCAKIMOL5AJKMNYV,A323JR6EQT5Q71,neutral
388FBO7JZSWU7JDCAKIMOL5AJKMNYV,A1ET12O70SVU74,happy
388FBO7JZSWU7JDCAKIMOL5AJKMYN6,A1T02KY1E9YI3I,happy
388FBO7JZSWU7JDCAKIMOL5AJKMYN6,A1QXU4Q3CK75FK,happy
388FBO7JZSWU7JDCAKIMOL5AJKMYN6,A1FPCIKO68OQ63,happy
389A2A304PLEJKK0DMYZGIHE83U0CQ,A171SF2UF7YUN4,happy
389A2A304PLEJKK0DMYZGIHE83U0CQ,A3CJVRJ34U70Y9,surprise
389A2A304PLEJKK0DMYZGIHE83U0CQ,A2122A7BZNUWXO,neutral
38B7Q9C28H87ZXZC3R4PNTQXFLD69G,A323JR6EQT5Q71,angry
38B7Q9C28H87ZXZC3R4PNTQXFLD69G,A1ET12O70SVU74,angry
38B7Q9C28H87ZXZC3R4PNTQXFLD69G,A3CJVRJ34U70Y9,disgust
38B7Q9C28H87ZXZC3R4PNTQXFLD96J,A24MYCKZ4F1RHO,happy
38B7Q9C28H87ZXZC3R4PNTQXFLD96J,AYY9WMJIAPYQT,happy
38B7Q9C28H87ZXZC3R4PNTQXFLD96J,A267SCN7MD0CRX,happy
38DCH97KHI5PFRV54C90ISLRBR0QJR,A2WCZJI0MRRBL4,fear
38DCH97KHI5PFRV54C90ISLRBR0QJR,AXVEBBS48RC53,sad
38DCH97KHI5PFRV54C90ISLRBR0QJR,A297WCJYDD9QBQ,sad
38DCH97KHI5PFRV54C90ISLRBR1JQL,A2122A7BZNUWXO,neutral
38DCH97KHI5PFRV54C90ISLRBR1JQL,A3POPYMAOO1MIA,surprise
38DCH97KHI5PFRV54C90ISLRBR1JQL,A3CJVRJ34U70Y9,fear
38EHZ67RINVO3A7C4DHG46969YNGMR,AXEZ31YCS9PJA,happy
38EHZ67RINVO3A7C4DHG46969YNGMR,A2MSJRDUC5X680,fear
38EHZ67RINVO3A7C4DHG46969YNGMR,A2EQVOOEAXG3MF,happy
38F60IALAHKV51MBZ8TP5SHIWPTT01,A1T02KY1E9YI3I,angry
38F60IALAHKV51MBZ8TP5SHIWPTT01,A1ET12O70SVU74,disgust
38F60IALAHKV51MBZ8TP5SHIWPTT01,A2H3YXD2QGHMUO,sad
38F60IALAHKV51MBZ8TP5SHIWPU0T9,A3NNDCMBMFK2CZ,fear
38F60IALAHKV51MBZ8TP5SHIWPU0T9,A1SX8IVV82M0LW,fear
38F60IALAHKV51MBZ8TP5SHIWPU0T9,A1XQFG06L9XU2R,fear
38G0E1M85N8QYF2G2A7OVHTA9ZDVUM,APEB5ERGCYP6D,sad
38G0E1M85N8QYF2G2A7OVHTA9ZDVUM,AYY9WMJIAPYQT,angry
38G0E1M85N8QYF2G2A7OVHTA9ZDVUM,A2122A7BZNUWXO,angry
38LRF35D5MZ6M60XI01ICM1RIFKU3O,A267SCN7MD0CRX,disgust
38LRF35D5MZ6M60XI01ICM1RIFKU3O,A24MYCKZ4F1RHO,disgust
38LRF35D5MZ6M60XI01ICM1RIFKU3O,AYY9WMJIAPYQT,disgust
38LRF35D5MZ6M60XI01ICM1RIFL3UY,A2122A7BZNUWXO,happy
38LRF35D5MZ6M60XI01ICM1RIFL3UY,A8LBBPY53A3O3,happy
38LRF35D5MZ6M60XI01ICM1RIFL3UY,A24JKHC4HTY6CD,neutral
38O9DZ0A63QWZDEDIIPAD6IJ9F326K,A297WCJYDD9QBQ,sad
38O9DZ0A63QWZDEDIIPAD6IJ9F326K,AXAXLC0TXQ0QW,fear
38O9DZ0A63QWZDEDIIPAD6IJ9F326K,A1FPCIKO68OQ63,sad
38O9DZ0A63QWZDEDIIPAD6IJ9F362O,AISFU4P55HYEH,surprise
38O9DZ0A63QWZDEDIIPAD6IJ9F362O,AXVEBBS48RC53,surprise
38O9DZ0A63QWZDEDIIPAD6IJ9F362O,A16GH5GPKBX5GA,surprise
38RHULDV9ZIY4D7LY3N6YGODMDSWIP,A2IP1TOC651QGU,happy
38RHULDV9ZIY4D7LY3N6YGODMDSWIP,A3DQUOVL81OWGH,happy
38RHULDV9ZIY4D7LY3N6YGODMDSWIP,AYY9WMJIAPYQT,happy
38VTL6WC4BGQHU766KM0U45OSZMY5G,AJ43O59MBI55L,sad
38VTL6WC4BGQHU766KM0U45OSZMY5G,A621PLVD76XTI,neutral
38VTL6WC4BGQHU766KM0U45OSZMY5G,A2EQVOOEAXG3MF,neutral
38VTL6WC4BGQHU766KM0U45OSZN5YO,A12W7ZB2DLBBY5,surprise
38VTL6WC4BGQHU766KM0U45OSZN5YO,AFT6VDMD6VGDG,surprise
38VTL6WC4BGQHU766KM0U45OSZN5YO,A3QITL3ZKAWQEM,surprise
3909MD9T20KKDMJ4CVNF9D4LZHWEF1,A1SX8IVV82M0LW,fear
3909MD9T20KKDMJ4CVNF9D4LZHWEF1,AO2WNSGOXAX52,happy
3909MD9T20KKDMJ4CVNF9D4LZHWEF1,A1ET12O70SVU74,sad
39AYGO6AFGNSOZ3641NU5ULHKAU6NF,A3150J317JJ00Q,fear
39AYGO6AFGNSOZ3641NU5ULHKAU6NF,A2Q855QEV9AG5I,sad
39AYGO6AFGNSOZ3641NU5ULHKAU6NF,A1AKBW27YZ3U48,fear
39HYCOOPKPOLRQXL2NG8YL69W67DME,APSX6ZF7HGSG2,angry
39HYCOOPKPOLRQXL2NG8YL69W67DME,A2MKJA0F8RMUXH,angry
39HYCOOPKPOLRQXL2NG8YL69W67DME,A2EJ2T45DR3ENC,disgust
39I4RL8QGKKMZGDHIFZ23C4727F4HJ,A1AKBW27YZ3U48,happy
39I4RL8QGKKMZGDHIFZ23C4727F4HJ,A18ZJHFB19LPQE,neutral
39I4RL8QGKKMZGDHIFZ23C4727F4HJ,A2E9B1XBM51XSQ,neutral
39KMGHJ4R0DUPSPK165FLHFDZEX00X,AHZ08BLAUVT5I,happy
39KMGHJ4R0DUPSPK165FLHFDZEX00X,A30VOAZX8XTNGW,neutral
39KMGHJ4R0DUPSPK165FLHFDZEX00X,A1FPCIKO68OQ63,neutral
39N6W9XWREQOXRWQNG5RY1WDI80YGY,A2WCZJI0MRRBL4,angry
39N6W9XWREQOXRWQNG5RY1WDI80YGY,A3UGMPZAH9KIKG,disgust
39N6W9XWREQOXRWQNG5RY1WDI80YGY,A3150J317JJ00Q,neutral
39O0SQZVJOAW7X93GI93KSQNGI2R7M,A2WCZJI0MRRBL4,happy
39O0SQZVJOAW7X93GI93KSQNGI2R7M,AFT6VDMD6VGDG,disgust
39O0SQZVJOAW7X93GI93KSQNGI2R7M,A323JR6EQT5Q71,neutral
39O6Z4JLX30IFJWB7FIBFOSE3HUVXE,AYY9WMJIAPYQT,disgust
39O6Z4JLX30IFJWB7FIBFOSE3HUVXE,A1KL8QLFQ4YTOL,disgust
39O6Z4JLX30IFJWB7FIBFOSE3HUVXE,A37STRL9Z7ZDSD,happy
39O6Z4JLX30IFJWB7FIBFOSE3HUXVG,A2HSX08DWDYJU7,sad
39O6Z4JLX30IFJWB7FIBFOSE3HUXVG,A1TSD3O3C3ZUT6,sad
39O6Z4JLX30IFJWB7FIBFOSE3HUXVG,A15V2Z0JVLFIRS,sad
39RRBHZ0AV47KEWQ8X6WC98PBHSVZB,A1QXU4Q3CK75FK,disgust
39RRBHZ0AV47KEWQ8X6WC98PBHSVZB,A3UGMPZAH9KIKG,disgust
39RRBHZ0AV47KEWQ8X6WC98PBHSVZB,A1DXFMUVK5015A,disgust
39TX062QX2RY3AUSN5C5WT0VCX23XQ,A1NOINYD1FZ55T,happy
39TX062QX2RY3AUSN5C5WT0VCX23XQ,A24MYCKZ4F1RHO,happy
39TX062QX2RY3AUSN5C5WT0VCX23XQ,A1QXU4Q3CK75FK,happy
39WICJI5AUVN85U7ON0QTEG6KX03ZN,A19H7KOMN55AMU,neutral
39WICJI5AUVN85U7ON0QTEG6KX03ZN,AISFU4P55HYEH,sad
39WICJI5AUVN85U7ON0QTEG6KX03ZN,A243WOMORG3NZG,fear
39WICJI5AUVN85U7ON0QTEG6KXZZ3I,A1SX8IVV82M0LW,disgust
39WICJI5AUVN85U7ON0QTEG6KXZZ3I,A19H7KOMN55AMU,neutral
39WICJI5AUVN85U7ON0QTEG6KXZZ3I,A24MYCKZ4F1RHO,neutral
39WSF6KUV3OEJZWXBY65W7DZRIMOEW,A24MYCKZ4F1RHO,neutral
39WSF6KUV3OEJZWXBY65W7DZRIMOEW,A1T02KY1E9YI3I,neutral
